Iteration,TotalNodes,MemoryBytes,Phase
969,2,512,Morning_Clean
970,2,512,Morning_Clean
971,2,512,Morning_Clean
972,2,512,Morning_Clean
973,2,512,Morning_Clean
974,2,512,Morning_Clean
975,2,512,Morning_Clean
976,2,512,Morning_Clean
977,2,512,Morning_Clean
978,2,512,Morning_Clean
979,2,512,Morning_Clean
980,2,512,Morning_Clean
981,2,512,Morning_Clean
982,2,512,Morning_Clean
983,2,512,Morning_Clean
984,2,512,Morning_Clean
985,2,512,Morning_Clean
986,2,512,Morning_Clean
987,2,512,Morning_Clean
988,2,512,Morning_Clean
989,2,512,Morning_Clean
990,2,512,Morning_Clean
991,2,512,Morning_Clean
992,2,512,Morning_Clean
993,2,512,Morning_Clean
994,2,512,Morning_Clean
995,2,512,Morning_Clean
996,2,512,Morning_Clean
997,2,512,Morning_Clean
998,2,512,Morning_Clean
999,2,512,Morning_Clean
1000,3,768,Day_Noisy
1010,12,3072,Day_Noisy
1020,20,5120,Day_Noisy
1030,29,7424,Day_Noisy
1040,37,9472,Day_Noisy
1050,45,11520,Day_Noisy
1060,53,13568,Day_Noisy
1070,61,15616,Day_Noisy
1080,69,17664,Day_Noisy
1090,77,19712,Day_Noisy
1100,85,21760,Day_Noisy
1110,93,23808,Day_Noisy
1120,101,25856,Day_Noisy
1130,109,27904,Day_Noisy
1140,117,29952,Day_Noisy
1150,125,32000,Day_Noisy
1160,133,34048,Day_Noisy
1170,141,36096,Day_Noisy
1180,149,38144,Day_Noisy
1190,157,40192,Day_Noisy
1200,5,1280,Day_Noisy
1210,13,3328,Day_Noisy
1220,21,5376,Day_Noisy
1230,29,7424,Day_Noisy
1240,37,9472,Day_Noisy
1250,45,11520,Day_Noisy
1260,53,13568,Day_Noisy
1270,61,15616,Day_Noisy
1280,69,17664,Day_Noisy
1290,77,19712,Day_Noisy
1300,85,21760,Day_Noisy
1310,93,23808,Day_Noisy
1320,101,25856,Day_Noisy
1330,109,27904,Day_Noisy
1340,117,29952,Day_Noisy
1350,125,32000,Day_Noisy
1360,133,34048,Day_Noisy
1370,141,36096,Day_Noisy
1380,149,38144,Day_Noisy
1390,157,40192,Day_Noisy
1400,4,1024,Day_Noisy
1410,12,3072,Day_Noisy
1420,20,5120,Day_Noisy
1430,28,7168,Day_Noisy
1440,36,9216,Day_Noisy
1450,44,11264,Day_Noisy
1460,52,13312,Day_Noisy
1470,60,15360,Day_Noisy
1480,68,17408,Day_Noisy
1490,76,19456,Day_Noisy
1500,84,21504,Day_Noisy
1510,92,23552,Day_Noisy
1520,100,25600,Day_Noisy
1530,108,27648,Day_Noisy
1540,116,29696,Day_Noisy
1550,124,31744,Day_Noisy
1560,132,33792,Day_Noisy
1570,140,35840,Day_Noisy
1580,148,37888,Day_Noisy
1590,156,39936,Day_Noisy
1600,4,1024,Day_Noisy
1610,12,3072,Day_Noisy
1620,20,5120,Day_Noisy
1630,28,7168,Day_Noisy
1640,36,9216,Day_Noisy
1650,44,11264,Day_Noisy
1660,52,13312,Day_Noisy
1670,60,15360,Day_Noisy
1680,68,17408,Day_Noisy
1690,76,19456,Day_Noisy
1700,84,21504,Day_Noisy
1710,92,23552,Day_Noisy
1720,100,25600,Day_Noisy
1730,108,27648,Day_Noisy
1740,116,29696,Day_Noisy
1750,124,31744,Day_Noisy
1760,132,33792,Day_Noisy
1770,140,35840,Day_Noisy
1780,148,37888,Day_Noisy
1790,156,39936,Day_Noisy
1800,4,1024,Day_Noisy
1810,12,3072,Day_Noisy
1820,20,5120,Day_Noisy
1830,28,7168,Day_Noisy
1840,36,9216,Day_Noisy
1850,44,11264,Day_Noisy
1860,52,13312,Day_Noisy
1870,60,15360,Day_Noisy
1880,68,17408,Day_Noisy
1890,76,19456,Day_Noisy
1900,84,21504,Day_Noisy
1910,92,23552,Day_Noisy
1920,100,25600,Day_Noisy
1930,108,27648,Day_Noisy
1940,116,29696,Day_Noisy
1950,124,31744,Day_Noisy
1960,132,33792,Day_Noisy
1970,140,35840,Day_Noisy
1980,148,37888,Day_Noisy
1990,156,39936,Day_Noisy
2000,4,1024,Day_Noisy
2010,12,3072,Day_Noisy
2020,20,5120,Day_Noisy
2030,28,7168,Day_Noisy
2040,36,9216,Day_Noisy
2050,44,11264,Day_Noisy
2060,52,13312,Day_Noisy
2070,60,15360,Day_Noisy
2080,68,17408,Day_Noisy
2090,76,19456,Day_Noisy
2100,84,21504,Day_Noisy
2110,92,23552,Day_Noisy
2120,100,25600,Day_Noisy
2130,108,27648,Day_Noisy
2140,116,29696,Day_Noisy
2150,124,31744,Day_Noisy
2160,132,33792,Day_Noisy
2170,140,35840,Day_Noisy
2180,148,37888,Day_Noisy
2190,156,39936,Day_Noisy
2200,4,1024,Day_Noisy
2210,12,3072,Day_Noisy
2220,20,5120,Day_Noisy
2230,28,7168,Day_Noisy
2240,36,9216,Day_Noisy
2250,44,11264,Day_Noisy
2260,52,13312,Day_Noisy
2270,60,15360,Day_Noisy
2280,68,17408,Day_Noisy
2290,76,19456,Day_Noisy
2300,84,21504,Day_Noisy
2310,92,23552,Day_Noisy
2320,100,25600,Day_Noisy
2330,108,27648,Day_Noisy
2340,116,29696,Day_Noisy
2350,124,31744,Day_Noisy
2360,132,33792,Day_Noisy
2370,140,35840,Day_Noisy
2380,148,37888,Day_Noisy
2390,156,39936,Day_Noisy
2400,4,1024,Day_Noisy
2410,12,3072,Day_Noisy
2420,20,5120,Day_Noisy
2430,28,7168,Day_Noisy
2440,36,9216,Day_Noisy
2450,44,11264,Day_Noisy
2460,52,13312,Day_Noisy
2470,60,15360,Day_Noisy
2480,68,17408,Day_Noisy
2490,76,19456,Day_Noisy
2500,84,21504,Day_Noisy
2510,92,23552,Day_Noisy
2520,100,25600,Day_Noisy
2530,108,27648,Day_Noisy
2540,116,29696,Day_Noisy
2550,124,31744,Day_Noisy
2560,132,33792,Day_Noisy
2570,140,35840,Day_Noisy
2580,148,37888,Day_Noisy
2590,156,39936,Day_Noisy
2600,4,1024,Day_Noisy
2610,12,3072,Day_Noisy
2620,20,5120,Day_Noisy
2630,28,7168,Day_Noisy
2640,36,9216,Day_Noisy
2650,44,11264,Day_Noisy
2660,52,13312,Day_Noisy
2670,60,15360,Day_Noisy
2680,68,17408,Day_Noisy
2690,76,19456,Day_Noisy
2700,84,21504,Day_Noisy
2710,92,23552,Day_Noisy
2720,100,25600,Day_Noisy
2730,108,27648,Day_Noisy
2740,116,29696,Day_Noisy
2750,124,31744,Day_Noisy
2760,132,33792,Day_Noisy
2770,140,35840,Day_Noisy
2780,148,37888,Day_Noisy
2790,156,39936,Day_Noisy
2800,4,1024,Day_Noisy
2810,12,3072,Day_Noisy
2820,20,5120,Day_Noisy
2830,28,7168,Day_Noisy
2840,36,9216,Day_Noisy
2850,44,11264,Day_Noisy
2860,52,13312,Day_Noisy
2870,60,15360,Day_Noisy
2880,68,17408,Day_Noisy
2890,76,19456,Day_Noisy
2900,84,21504,Day_Noisy
2910,92,23552,Day_Noisy
2920,100,25600,Day_Noisy
2930,108,27648,Day_Noisy
2940,116,29696,Day_Noisy
2950,124,31744,Day_Noisy
2960,132,33792,Day_Noisy
2970,140,35840,Day_Noisy
2980,148,37888,Day_Noisy
2990,156,39936,Day_Noisy
3000,4,1024,Day_Noisy
3010,12,3072,Day_Noisy
3020,20,5120,Day_Noisy
3030,28,7168,Day_Noisy
3040,36,9216,Day_Noisy
3050,44,11264,Day_Noisy
3060,52,13312,Day_Noisy
3070,60,15360,Day_Noisy
3080,68,17408,Day_Noisy
3090,76,19456,Day_Noisy
3100,84,21504,Day_Noisy
3110,92,23552,Day_Noisy
3120,100,25600,Day_Noisy
3130,108,27648,Day_Noisy
3140,116,29696,Day_Noisy
3150,124,31744,Day_Noisy
3160,132,33792,Day_Noisy
3170,140,35840,Day_Noisy
3180,148,37888,Day_Noisy
3190,156,39936,Day_Noisy
3200,4,1024,Day_Noisy
3210,12,3072,Day_Noisy
3220,20,5120,Day_Noisy
3230,28,7168,Day_Noisy
3240,36,9216,Day_Noisy
3250,44,11264,Day_Noisy
3260,52,13312,Day_Noisy
3270,60,15360,Day_Noisy
3280,68,17408,Day_Noisy
3290,76,19456,Day_Noisy
3300,84,21504,Day_Noisy
3310,92,23552,Day_Noisy
3320,100,25600,Day_Noisy
3330,108,27648,Day_Noisy
3340,116,29696,Day_Noisy
3350,124,31744,Day_Noisy
3360,132,33792,Day_Noisy
3370,140,35840,Day_Noisy
3380,148,37888,Day_Noisy
3390,156,39936,Day_Noisy
3400,4,1024,Day_Noisy
3410,12,3072,Day_Noisy
3420,20,5120,Day_Noisy
3430,28,7168,Day_Noisy
3440,36,9216,Day_Noisy
3450,44,11264,Day_Noisy
3460,52,13312,Day_Noisy
3470,60,15360,Day_Noisy
3480,68,17408,Day_Noisy
3490,76,19456,Day_Noisy
3500,84,21504,Day_Noisy
3510,92,23552,Day_Noisy
3520,100,25600,Day_Noisy
3530,108,27648,Day_Noisy
3540,116,29696,Day_Noisy
3550,124,31744,Day_Noisy
3560,132,33792,Day_Noisy
3570,140,35840,Day_Noisy
3580,148,37888,Day_Noisy
3590,156,39936,Day_Noisy
3600,4,1024,Day_Noisy
3610,12,3072,Day_Noisy
3620,20,5120,Day_Noisy
3630,28,7168,Day_Noisy
3640,36,9216,Day_Noisy
3650,44,11264,Day_Noisy
3660,52,13312,Day_Noisy
3670,60,15360,Day_Noisy
3680,68,17408,Day_Noisy
3690,76,19456,Day_Noisy
3700,84,21504,Day_Noisy
3710,92,23552,Day_Noisy
3720,100,25600,Day_Noisy
3730,108,27648,Day_Noisy
3740,116,29696,Day_Noisy
3750,124,31744,Day_Noisy
3760,132,33792,Day_Noisy
3770,140,35840,Day_Noisy
3780,148,37888,Day_Noisy
3790,156,39936,Day_Noisy
3800,4,1024,Day_Noisy
3810,12,3072,Day_Noisy
3820,20,5120,Day_Noisy
3830,28,7168,Day_Noisy
3840,36,9216,Day_Noisy
3850,44,11264,Day_Noisy
3860,52,13312,Day_Noisy
3870,60,15360,Day_Noisy
3880,68,17408,Day_Noisy
3890,76,19456,Day_Noisy
3900,84,21504,Day_Noisy
3910,92,23552,Day_Noisy
3920,100,25600,Day_Noisy
3930,108,27648,Day_Noisy
3940,116,29696,Day_Noisy
3950,124,31744,Day_Noisy
3960,132,33792,Day_Noisy
3970,140,35840,Day_Noisy
3980,148,37888,Day_Noisy
3990,156,39936,Day_Noisy
4000,4,1024,Day_Noisy
4010,12,3072,Day_Noisy
4020,20,5120,Day_Noisy
4030,28,7168,Day_Noisy
4040,36,9216,Day_Noisy
4050,44,11264,Day_Noisy
4060,52,13312,Day_Noisy
4070,60,15360,Day_Noisy
4080,68,17408,Day_Noisy
4090,76,19456,Day_Noisy
4100,84,21504,Day_Noisy
4110,92,23552,Day_Noisy
4120,100,25600,Day_Noisy
4130,108,27648,Day_Noisy
4140,116,29696,Day_Noisy
4150,124,31744,Day_Noisy
4160,132,33792,Day_Noisy
4170,140,35840,Day_Noisy
4180,148,37888,Day_Noisy
4190,156,39936,Day_Noisy
4200,4,1024,Day_Noisy
4210,12,3072,Day_Noisy
4220,20,5120,Day_Noisy
4230,28,7168,Day_Noisy
4240,36,9216,Day_Noisy
4250,44,11264,Day_Noisy
4260,52,13312,Day_Noisy
4270,60,15360,Day_Noisy
4280,68,17408,Day_Noisy
4290,76,19456,Day_Noisy
4300,84,21504,Day_Noisy
4310,92,23552,Day_Noisy
4320,100,25600,Day_Noisy
4330,108,27648,Day_Noisy
4340,116,29696,Day_Noisy
4350,124,31744,Day_Noisy
4360,132,33792,Day_Noisy
4370,140,35840,Day_Noisy
4380,148,37888,Day_Noisy
4390,156,39936,Day_Noisy
4400,4,1024,Day_Noisy
4410,12,3072,Day_Noisy
4420,20,5120,Day_Noisy
4430,28,7168,Day_Noisy
4440,36,9216,Day_Noisy
4450,44,11264,Day_Noisy
4460,52,13312,Day_Noisy
4470,60,15360,Day_Noisy
4480,68,17408,Day_Noisy
4490,76,19456,Day_Noisy
4500,84,21504,Day_Noisy
4510,92,23552,Day_Noisy
4520,100,25600,Day_Noisy
4530,108,27648,Day_Noisy
4540,116,29696,Day_Noisy
4550,124,31744,Day_Noisy
4560,132,33792,Day_Noisy
4570,140,35840,Day_Noisy
4580,148,37888,Day_Noisy
4590,156,39936,Day_Noisy
4600,4,1024,Day_Noisy
4610,12,3072,Day_Noisy
4620,20,5120,Day_Noisy
4630,28,7168,Day_Noisy
4640,36,9216,Day_Noisy
4650,44,11264,Day_Noisy
4660,52,13312,Day_Noisy
4670,60,15360,Day_Noisy
4680,68,17408,Day_Noisy
4690,76,19456,Day_Noisy
4700,84,21504,Day_Noisy
4710,92,23552,Day_Noisy
4720,100,25600,Day_Noisy
4730,108,27648,Day_Noisy
4740,116,29696,Day_Noisy
4750,124,31744,Day_Noisy
4760,132,33792,Day_Noisy
4770,140,35840,Day_Noisy
4780,148,37888,Day_Noisy
4790,156,39936,Day_Noisy
4800,4,1024,Day_Noisy
4810,12,3072,Day_Noisy
4820,20,5120,Day_Noisy
4830,28,7168,Day_Noisy
4840,36,9216,Day_Noisy
4850,44,11264,Day_Noisy
4860,52,13312,Day_Noisy
4870,60,15360,Day_Noisy
4880,68,17408,Day_Noisy
4890,76,19456,Day_Noisy
4900,84,21504,Day_Noisy
4910,92,23552,Day_Noisy
4920,100,25600,Day_Noisy
4930,108,27648,Day_Noisy
4940,116,29696,Day_Noisy
4950,124,31744,Day_Noisy
4960,132,33792,Day_Noisy
4970,140,35840,Day_Noisy
4980,148,37888,Day_Noisy
4990,156,39936,Day_Noisy
5000,4,1024,Next_Morning
5010,5,1280,Next_Morning
5020,5,1280,Next_Morning
5030,5,1280,Next_Morning
5040,5,1280,Next_Morning
5050,5,1280,Next_Morning
5060,5,1280,Next_Morning
5070,5,1280,Next_Morning
5080,5,1280,Next_Morning
5090,5,1280,Next_Morning
5100,5,1280,Next_Morning
5110,5,1280,Next_Morning
5120,5,1280,Next_Morning
5130,5,1280,Next_Morning
5140,5,1280,Next_Morning
5150,5,1280,Next_Morning
5160,5,1280,Next_Morning
5170,5,1280,Next_Morning
5180,5,1280,Next_Morning
5190,5,1280,Next_Morning
5200,5,1280,Next_Morning
5210,5,1280,Next_Morning
5220,5,1280,Next_Morning
5230,5,1280,Next_Morning
5240,5,1280,Next_Morning
5250,5,1280,Next_Morning
5260,5,1280,Next_Morning
5270,5,1280,Next_Morning
5280,5,1280,Next_Morning
5290,5,1280,Next_Morning
5300,5,1280,Next_Morning
5310,5,1280,Next_Morning
5320,5,1280,Next_Morning
5330,5,1280,Next_Morning
5340,5,1280,Next_Morning
5350,5,1280,Next_Morning
5360,5,1280,Next_Morning
5370,5,1280,Next_Morning
5380,5,1280,Next_Morning
5390,5,1280,Next_Morning
5400,5,1280,Next_Morning
5410,5,1280,Next_Morning
5420,5,1280,Next_Morning
5430,5,1280,Next_Morning
5440,5,1280,Next_Morning
5450,5,1280,Next_Morning
5460,5,1280,Next_Morning
5470,5,1280,Next_Morning
5480,5,1280,Next_Morning
5490,5,1280,Next_Morning
5500,5,1280,Next_Morning
5510,5,1280,Next_Morning
5520,5,1280,Next_Morning
5530,5,1280,Next_Morning
5540,5,1280,Next_Morning
5550,5,1280,Next_Morning
5560,5,1280,Next_Morning
5570,5,1280,Next_Morning
5580,5,1280,Next_Morning
5590,5,1280,Next_Morning
5600,5,1280,Next_Morning
5610,5,1280,Next_Morning
5620,5,1280,Next_Morning
5630,5,1280,Next_Morning
5640,5,1280,Next_Morning
5650,5,1280,Next_Morning
5660,5,1280,Next_Morning
5670,5,1280,Next_Morning
5680,5,1280,Next_Morning
5690,5,1280,Next_Morning
5700,5,1280,Next_Morning
5710,5,1280,Next_Morning
5720,5,1280,Next_Morning
5730,5,1280,Next_Morning
5740,5,1280,Next_Morning
5750,5,1280,Next_Morning
5760,5,1280,Next_Morning
5770,5,1280,Next_Morning
5780,5,1280,Next_Morning
5790,5,1280,Next_Morning
5800,5,1280,Next_Morning
5810,5,1280,Next_Morning
5820,5,1280,Next_Morning
5830,5,1280,Next_Morning
5840,5,1280,Next_Morning
5850,5,1280,Next_Morning
5860,5,1280,Next_Morning
5870,5,1280,Next_Morning
5880,5,1280,Next_Morning
5890,5,1280,Next_Morning
5900,5,1280,Next_Morning
5910,5,1280,Next_Morning
5920,5,1280,Next_Morning
5930,5,1280,Next_Morning
5940,5,1280,Next_Morning
5950,5,1280,Next_Morning
5960,5,1280,Next_Morning
5970,5,1280,Next_Morning
5980,5,1280,Next_Morning
5990,5,1280,Next_Morning
6000,5,1280,Next_Morning
6010,5,1280,Next_Morning
6020,5,1280,Next_Morning
6030,5,1280,Next_Morning
6040,5,1280,Next_Morning
6050,5,1280,Next_Morning
6060,5,1280,Next_Morning
6070,5,1280,Next_Morning
6080,5,1280,Next_Morning
6090,5,1280,Next_Morning
6100,5,1280,Next_Morning
6110,5,1280,Next_Morning
6120,5,1280,Next_Morning
6130,5,1280,Next_Morning
6140,5,1280,Next_Morning
6150,5,1280,Next_Morning
6160,5,1280,Next_Morning
6170,5,1280,Next_Morning
6180,5,1280,Next_Morning
6190,5,1280,Next_Morning
6200,5,1280,Next_Morning
6210,5,1280,Next_Morning
6220,5,1280,Next_Morning
6230,5,1280,Next_Morning
6240,5,1280,Next_Morning
6250,5,1280,Next_Morning
6260,5,1280,Next_Morning
6270,5,1280,Next_Morning
6280,5,1280,Next_Morning
6290,5,1280,Next_Morning
6300,5,1280,Next_Morning
6310,5,1280,Next_Morning
6320,5,1280,Next_Morning
6330,5,1280,Next_Morning
6340,5,1280,Next_Morning
6350,5,1280,Next_Morning
6360,5,1280,Next_Morning
6370,5,1280,Next_Morning
6380,5,1280,Next_Morning
6390,5,1280,Next_Morning
6400,5,1280,Next_Morning
6410,5,1280,Next_Morning
6420,5,1280,Next_Morning
6430,5,1280,Next_Morning
6440,5,1280,Next_Morning
6450,5,1280,Next_Morning
6460,5,1280,Next_Morning
6470,5,1280,Next_Morning
6480,5,1280,Next_Morning
6490,5,1280,Next_Morning
6500,5,1280,Next_Morning
6510,5,1280,Next_Morning
6520,5,1280,Next_Morning
6530,5,1280,Next_Morning
6540,5,1280,Next_Morning
6550,5,1280,Next_Morning
6560,5,1280,Next_Morning
6570,5,1280,Next_Morning
6580,5,1280,Next_Morning
6590,5,1280,Next_Morning
6600,5,1280,Next_Morning
6610,5,1280,Next_Morning
6620,5,1280,Next_Morning
6630,5,1280,Next_Morning
6640,5,1280,Next_Morning
6650,5,1280,Next_Morning
6660,5,1280,Next_Morning
6670,5,1280,Next_Morning
6680,5,1280,Next_Morning
6690,5,1280,Next_Morning
6700,5,1280,Next_Morning
6710,5,1280,Next_Morning
6720,5,1280,Next_Morning
6730,5,1280,Next_Morning
6740,5,1280,Next_Morning
6750,5,1280,Next_Morning
6760,5,1280,Next_Morning
6770,5,1280,Next_Morning
6780,5,1280,Next_Morning
6790,5,1280,Next_Morning
6800,5,1280,Next_Morning
6810,5,1280,Next_Morning
6820,5,1280,Next_Morning
6830,5,1280,Next_Morning
6840,5,1280,Next_Morning
6850,5,1280,Next_Morning
6860,5,1280,Next_Morning
6870,5,1280,Next_Morning
6880,5,1280,Next_Morning
6890,5,1280,Next_Morning
6900,5,1280,Next_Morning
6910,5,1280,Next_Morning
6920,5,1280,Next_Morning
6930,5,1280,Next_Morning
6940,5,1280,Next_Morning
6950,5,1280,Next_Morning
6960,5,1280,Next_Morning
6970,5,1280,Next_Morning
6980,5,1280,Next_Morning
6990,5,1280,Next_Morning
